SMILES,P(Act),Unnamed: 2
C=C(c1ccc(S(=O)(=O)c2ccc(OC)cc2)cc1)C1CCN(C2CCN(S(=O)(=O)CCCC)CC2)CC1,7.243972787,
O=C1c2cc(CN3CCC(F)(c4ccccn4)CC3)c3ccccc3c2CN1[C@H]1CCCC[C@@H]1O,7.236572006,
CCN1CC=C(c2ccccc2)C(C(=O)OCCCc2ccccc2)C1,7.227678293,
CCN(CCCCC1CCN(CC(=O)N2c3ccccc3NC(=O)c3ccccc32)CC1)C(=O)c1ccc(F)cc1,7.226213555,
CN1[C@H]2CC[C@@H]1C[C@@H](NC(c1ccc(F)cc1)c1ccc(F)cc1)C2,7.226213555,
C=C(c1ccc(S(=O)(=O)c2ccc(OC)cc2)cc1)C1CCN(C2CCN(C(=O)OC)CC2)CC1,7.21903497,
CCN1CC[C@@H](c2ccccc2)[C@H](C(=O)OCCc2ccccc2)C1,7.20481541,
O=C(NCC1CCNCC1)c1c(Cl)cccc1-c1cccc(Cl)c1,7.199970641,
O=C(NCC1CCNCC1)c1ccccc1-c1cccc(Cl)c1,7.199970641,
O=C(O)CCC(=O)O.O=C(O[C@H]1CN2CCC1CC2)N1CCc2ccccc2[C@@H]1c1ccccc1,7.197226275,
CCCCCOC(=O)C1=C(c2ccccc2)CCN(CC)C1,7.195860568,
CCN(CC)CCCOC(=O)N1c2ccccc2Sc2ccccc21,7.193820026,
CCCCCCSc1nccnc1OC1CN2CCC1C2,7.187086643,
O=C(N[C@H]1CCOC[C@@H]1O)c1cn(Cc2ccc(-c3cc[nH]n3)cc2)c2cccnc12,7.187086643,
CCN1CCC(c2ccccc2)=C(C(=O)OCc2ccccc2)C1,7.184422252,
O=C(O)c1cn(Cc2ccc(-c3ccc(F)cc3)cn2)c2c(F)cccc2c1=O,7.173925197,
C(#Cc1ccccc1)COc1nsnc1[C@@H]1CN2CC[C@H]1C2,7.171984936,
