SMILES,P(Act)
CCCCN(CCCC)CCCCCOc1ccc(C(=O)/C=C/c2ccccc2)cc1,4.114243119
CC#CCCOC[n+]1ccn(C)c1/C=N/O,4.11463878
CCOC(OCC)c1ccc(/C=C2\CC/C(=C\c3ccc(C(OCC)OCC)cc3)C2=O)cc1,4.115544504
Oc1cccc(C2=Nc3ccccc3SC(c3ccccc3F)C2)c1,4.151195299
COP(=O)(OC)O/C(C)=C1\CCOC1=O,4.15490196
COc1ccc(C(=O)n2cc(/C=C3\CN(Cc4ccccc4)CCC3=O)c3ccccc32)cc1,4.15490196
COc1ccc(C(=O)Nc2cc3ccccc3oc2=O)cc1,4.158202701
Nc1c2c(nc3ccccc13)-c1ccccc1NCC2,4.15864053
CC(=O)N[C@H]1CC[C@@]2(C)[C@@H](CC[C@@H]3[C@@H]2CC[C@]2(C)[C@@H]([C@H](C)N(C)C)CC[C@@H]32)C1,4.159999982
CC[C@@H]1[C@H]2OC(=O)[C@@](C)(O)[C@H]2[C@]23CC[C@@H]([C@@H]4C[C@H](C)C(=O)O4)N2CCCC[C@H]13,4.162411562
CC(C)(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H]1Cc2cc3ccc(=O)oc3cc2O1,4.167491087
Nc1c2c(nc3cc([N+](=O)[O-])ccc13)-c1ccccc1C2,4.169999984
O=C1/C(=C/c2ccc(N3CCCC3)cc2)CC/C1=C\c1ccc(N2CCCC2)cc1,4.177635748
CC1(C)C[C@@H](c2ccccc2)C(CN2C(=O)c3ccccc3C2=O)=NO1,4.184953824
CCCN(CCC)CCOc1ccc(C(=O)/C=C/c2ccccc2)cc1,4.190103753
c1cc[n+](CCCCCC[n+]2ccccc2)cc1,4.200659451
CCN1CCCC1CNc1ccc(-c2ccccc2)nn1,4.207608311
c1ccc(-c2cnc(NCN3CCCCC3)nn2)cc1,4.22184875
c1ccc(COC[C@H]2NC[C@H](OCc3ccccc3)[C@@H](OCc3ccccc3)[C@@H]2OCc2ccccc2)cc1,4.22184875
COc1ccc(C(=O)c2ccc(CN3CCc4ccccc4C3)cc2)cc1OC,4.26760624
CCN(CC)CCOc1ccc(-c2nc3cc(C)ccc3[nH]2)cc1,4.292600169
CSc1n[nH]c2nc3c(c(N)c12)C1CC(C)=CC(C3)C1,4.301029996
NC(=O)c1cc[n+](CCC[n+]2ccccc2/C=N/O)cc1,4.301029996
O=C1CCN(Cc2ccccc2)C/C1=C\c1cn(C(=O)c2ccc(Cl)cc2)c2ccccc12,4.301029996
CN(C)Cc1ccc(CSCCNC(=O)NCCSCc2ccc(CN(C)C)o2)o1,4.318758763
c1ccc(C2=NNC(NCN3CCCCC3)=NC2)cc1,4.327902142
CN(C)Cc1ccc(CSCc2ccc(CN(C)C)o2)o1,4.356547324
O=c1c(O)c(-c2ccccc2)oc2cc(O)cc(O)c12,4.368495353
CC(C)C1CCN(c2nccc(NC(c3ccccc3)c3ccccc3)n2)CC1,4.37161107
COc1cccc(C(F)(F)F)[n+]1C.F[B-](F)(F)F,4.387216143
CCC(C)(C)SC(=O)OCC[N+](C)(C)C,4.397940009
CN1CC[C@H]2COc3c(O)cccc3[C@H]21,4.399999968
CNC(=O)Oc1cccc(CN(C)CCCCCCCOc2ccc3c(c2)O/C(=C\c2c4ccccc4cc4ccccc24)C3=O)c1,4.402419435
CCC(C)C(=O)[C@]12C(=O)[C@]3(CC=C(C)C)C[C@H](CC=C(C)C)[C@@]1(C)CC[C@@H](C(C)(C)O)OC2=C(CC=C(C)C)C3=O,4.42945706
CCN(C)C(=O)Oc1cccc(CCN)c1,4.449771647
COC(=O)C1=C(C)O[P@@](=O)(OC)CC[C@H]1COCc1ccccc1,4.455931956
C[C@]12CC[C@H](O)[C@@](C)(CO)C1C[C@H](O)[C@@]1(C)Oc3cc(-c4cccnc4)oc(=O)c3C(=O)C21,4.455931956
c1ccc(C[n+]2cccc3ccccc32)c(C[n+]2cccc3ccccc32)c1,4.455931956
CC(C)NC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)C1N2C,4.455965956
O=C1/C(=C/c2ccccc2F)CN(C(=O)C[C@H]2C[C@H]3CCCN3[C@]23C(=O)Nc2ccccc23)C/C1=C\c1ccccc1F,4.463820468
Cc1n(C)cc[n+]1COC(C)C(C)(C)C,4.48148606
O=C1C=C(NCCCNCc2ccc(-c3nc4ccccc4s3)cc2)C(=O)C=C1NCCCNCc1ccc(-c2nc3ccccc3s2)cc1,4.503070352
c1ccc(C(Nc2ccnc(N3CCNCC3)n2)c2ccccc2)cc1,4.504455662
C/C(=C\CC[C@@H](C)[C@H]1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3=O)CO,4.508218224
COC(=O)C(C)CC(=O)C[C@@H](C)[C@H]1C[C@H](O)[C@@]2(C)C3=C(C(=O)C[C@]12C)[C@@]1(C)CCC(=O)C(C)(C)[C@@H]1C[C@@H]3O,4.519131076
C/C=C(\C)C(=O)N[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC[C@H]([C@H](C)N(C)C)[C@@]4(C)CC[C@@H]32)[C@H]1O,4.51999996
COc1cc2c(cc1OC)SC(CC1CC[N+](C)(Cc3ccccc3)CC1)C2,4.521436967
CC(C)(C)OC(=O)n1cc(/C=C2\CN(Cc3ccccc3)CCC2=O)c2ccccc21,4.522878745
O=C(NCCN1CCCC1)N1c2ccccc2Sc2ccccc21,4.53165267
CC(=O)N1CCN(c2nccc(NC(c3ccccc3)c3ccccc3)n2)CC1,4.537602002
Nc1ccc2c(N)c3c(nc2c1)-c1ccccc1C3,4.539999925
O=C(OC1Cc2c(O)cc(O)cc2OC1c1ccc(O)c(O)c1)c1cc(O)c(O)c(O)c1,4.552841969
C#CCCCOC[n+]1ccn(C)c1/C=N/O,4.554395797
C[C@H]1C=C2N3CC[C@@H](O)C24[C@H](CC(=O)[C@H]4C[C@H](O)C3)C1,4.554395797
CCOC(=O)C1=C(C)Oc2nc3c(c(N)c2[C@H]1c1cccs1)CCC3,4.559999953
CCOC(OCC)c1ccc(/C=C2\CN(Cc3ccccc3)C/C(=C\c3ccc(C(OCC)OCC)cc3)C2=O)cc1,4.560036064
CCCCOC[n+]1ccn(C)c1/C=N/O,4.560667306
Cc1ccccc1/C=C1\CN(C(=O)C[C@H]2C[C@H]3CCCN3[C@]23C(=O)Nc2ccccc23)C[C@@]2(C[C@H]3CCCN3[C@@]23C(=O)Nc2ccccc23)C1=O,4.561457651
C#CCN(C)Cc1ccc(C(=O)c2ccc(OC)c(OC)c2)cc1,4.565431096
Cc1cn2cc(C(N)=O)ccc2[n+]1C,4.568636236
CCOC(=O)C1=C(C)Oc2nc3c(c(N)c2[C@H]1c1ccc(OC)c(OC)c1)CCC3,4.569999968
COc1c(O)cc(C2CC(=O)c3c(cc(O)c(C/C=C(\C)CCC=C(C)C)c3O)O2)cc1O,4.576754126
